   2.0794415416798357      -0.20993716932366074       0.20993716932366074       0.19299607004502889       0.15625301145620801       0.12693595337113187       0.10608545110323538       -1.3457502087659196E-002  -2.8281587539698269E-002  -1.3662269198335561E-002  -5.8942626480518595E-003
   2.7725887222397811       -3.8806485952531611E-002   3.8806485952531611E-002   4.2023950129578325E-002   3.1838865995363119E-002   2.0827062088809190E-002   1.1914182757703368E-002  -7.7853487162821144E-003  -2.2287187981556794E-002  -3.9503113998874406E-003   1.5892287406106709E-002
   3.4657359027997265        1.7103857954115176E-002   1.7103857954115176E-002   1.9442719847289069E-002   1.4805662061937119E-002   8.7809023370841177E-003   3.4076767908775563E-003   3.7997245403509905E-002   2.6843351571391394E-002   2.3287999760601807E-002   1.3872247094939116E-002
   4.1588830833596715        5.5460703161040792E-002   5.5460703161040792E-002   6.2976696857558023E-002   5.5564302156985379E-002   4.6642374899391298E-002   3.8814238121411465E-002  -6.2514204483401503E-003   7.1458170490344974E-003   1.4430281798563649E-002   6.8522767134657769E-003
   4.8520302639196169        2.3695632433433422E-002   2.3695632433433422E-002   2.3772928759516532E-002   2.0112040326431768E-002   1.5888466863120898E-002   1.2051835763416507E-002  -1.7709765331418992E-003  -1.5329259064642553E-003   3.8058044079935516E-003   2.3559186602457038E-003
   5.5451774444795623       -1.0874183996551545E-002   1.0874183996551545E-002   7.5719520909370286E-003   4.9477250347921553E-003   2.9422600627237172E-003   1.4190318912210009E-003  -2.7558774460046398E-003   2.3703504246808671E-003   2.1364935266261764E-003   1.1396156730938689E-003
   6.2383246250395077        2.3594095824627237E-003   2.3594095824627237E-003   4.9220186252647014E-003   6.8710660089010833E-003   8.2831829663358725E-003   9.2256633427678092E-003  -6.0507004284393595E-004  -4.2970091194143301E-003   4.2797852072430365E-003   9.8994793170116835E-003
   6.9314718055994531       -2.1251454991619845E-003   2.1251454991619845E-003   2.7597285646397407E-003   3.1845756066981035E-003   3.5682980826546307E-003   3.8918355016406836E-003   6.2773448349529304E-003  -1.0343958990899071E-003  -9.0392549250395415E-004  -2.0012984918877652E-003
   7.6246189861593985        3.1718778865863495E-003   3.1718778865863495E-003   2.3561202376023438E-003   2.0848867432627927E-003   1.9032309012020077E-003   1.6863126626681657E-003   3.3850936917712016E-005  -5.1130366967888641E-004   2.7866203647742283E-003   1.3978586341258370E-003
   8.3177661667193430       -9.1474274504566022E-005   9.1474274504566022E-005   8.9855868135035877E-008   7.1360737059777968E-004   1.3845617201758698E-003   1.9123890927867926E-003  -8.4338679607387501E-005   1.1579435740625976E-003  -9.8312371509912122E-004   1.2496816003868261E-003
   9.0109133472792884        2.6377366874488217E-003   2.6377366874488217E-003   4.3982811685683298E-003   5.0622849715648566E-003   5.1783112107349760E-003   5.0760376500871562E-003  -6.2157928792666572E-004   7.6848397634227128E-004  -1.9998036547469455E-004   1.6999551394182855E-003
   9.7040605278392338        3.2132046105726175E-004   3.2132046105726175E-004   1.0301683738199174E-003   1.1214153288317541E-003   1.0075360368468067E-003   8.4439033814173725E-004  -8.7497348725032453E-004  -1.5633422159450072E-004  -2.6795074803509511E-004   1.0189305478784383E-003
   10.397207708399179       -3.8954203144941912E-004   3.8954203144941912E-004   4.3953302770732838E-004   5.2319024637956235E-004   5.7049511742579551E-004   5.7151462516377705E-004  -8.3392815747004856E-004  -7.3011309711434880E-005  -1.0679880882699666E-004   1.0086559951394125E-003
   11.090354888959125       -6.9322470511651302E-004   6.9322470511651302E-004   6.4946583450153916E-004   4.8873280619790571E-004   3.7470458490512781E-004   3.1117137511940673E-004   2.1488988964626921E-004  -1.9349616795977242E-005  -1.9023183046579240E-004  -1.4847927664005112E-004
   11.783502069519070       -3.4339518103276845E-005   3.4339518103276845E-005   2.5685737277786336E-004   4.2959853806012749E-004   5.0697664873386450E-004   5.2496243902666606E-004   1.2834291580121615E-004   3.5005414519900802E-004   5.1091497129990282E-004  -1.0977396996439404E-004
   12.476649250079015        9.8515318528291651E-004   9.8515318528291651E-004   9.9589569348101925E-004   9.1853643275047192E-004   8.4958334516371803E-004   7.9394668238483290E-004   1.9020178499523643E-004  -8.7642568031620627E-005  -9.1222702457871563E-005  -7.3539590966564816E-005
   13.169796430638961       -1.9299836332803411E-004   1.9299836332803411E-004   2.1708881766513421E-004   2.0368265692793930E-004   1.8382305685959999E-004   1.6438297948603853E-004   8.8667488819499374E-005   1.2004321488606751E-004   2.0040433267087820E-005  -9.4475439274543938E-007
   13.862943611198906        9.7380688377501912E-005   9.7380688377501912E-005   4.4187657616212572E-005   9.1495527069496152E-006   4.3317563482248023E-005   6.1771001891364197E-005  -5.7318822525020963E-006   2.3156025652504297E-008   3.6776776662916788E-006   4.7182593799210970E-005
